14096495	1
14096725	1
14096951	1
14097403	1
14097472	1
14098064	1
14098209	1
14099142	1
14099162	1
14099359	1
14100053	1
14100116	1
14100236	1
14100429	1
14100531	1
14100708	1
14100720	1
14101015	1
14101265	1
14101537	1
14101785	1
14102223	1
14102692	1
14102761	1
14103150	1
14104144	1
14104516	1
14104813	1
14104903	1
14105153	1
14105547	1
14105993	1
14106254	1
14106317	1
14106691	1
14106771	1
14106786	1
14106829	1
14106943	1
14107710	1
14107910	1
14108203	1
14108599	1
14109103	1
14109626	1
14109735	1
14110158	1
14110761	1
14110924	1
14111824	1
14112076	1
14112206	1
14112772	1
14113622	1
14114081	1
14114205	1
14114218	1
14114716	1
14114764	1
14114812	1
14115013	1
14115408	1
14115607	1
14116196	1
14116360	1
14116946	1
14116952	1
14118000	1
14118268	1
14118316	1
14118647	1
14118816	1
14119225	1
14119310	1
14119515	1
14120162	1
14120712	1
14120910	1
14121255	1
14121706	1
14121866	1
14122050	1
14122071	1
14122638	1
14122799	1
14122816	1
14123323	1
14123470	1
14123799	1
14123878	1
14124116	1
14124556	1
14125631	1
14125928	1
14126487	1
14126524	1
14126572	1
14126668	1
14127081	1
14127331	1
14127736	1
14128276	1
14128648	1
14129111	1
14129292	1
14129612	1
14129742	1
14129791	1
14129896	1
14129986	1
14130107	1
14130272	1
14130548	1
14130704	1
14130922	1
14131335	1
14131495	1
14131654	1
14131782	1
14132137	1
14132285	1
14132877	1
14133222	1
14133663	1
14133905	1
14134451	1
14134628	1
14134973	1
14134976	1
14135169	1
14135259	1
14135330	1
14135400	1
14135503	1
14135562	1
14135856	1
14136327	1
14136333	1
14136408	1
14136502	1
14136827	1
14138442	1
14138444	1
14138927	1
14139127	1
14139346	1
14139442	1
14139638	1
14139683	1
14139733	1
14139829	1
14140326	1
14140342	1
14141452	1
14141467	1
14142043	1
14142063	1
14142069	1
14142141	1
14142270	1
14142932	1
14143565	1
14143886	1
14144590	1
14144720	1
14145365	1
14145428	1
14145635	1
14147427	1
14147475	1
14147530	1
14148017	1
14149204	1
14149251	1
14149915	1
14150182	1
14150402	1
14151365	1
14152286	1
14152934	1
14153004	1
14153544	1
14153608	1
14154142	1
14154302	1
14154832	1
14154844	1
14155152	1
14155176	1
14155240	1
14155390	1
14155684	1
14156026	1
14156814	1
14157179	1
14157612	1
14157617	1
14157644	1
14157812	1
14158336	1
14158473	1
14158507	1
